task_id,client,project_id,client_tier,team,task_type,seniority,task_complexity_score,brief_quality_score,deadline_pressure,scope_change_flag,pricing_model,created_at,delivered_at,sla_days,sla_breach,hours_spent,billable_hours,ai_usage_pct,ai_assisted,revisions,errors,rework_hours,outcome_score,revenue,cost,profit,created_by,updated_at,task_status,workflow_stage,jira_ticket,legacy_ai_flag,content_version
T01902,Client_A,P027,high,Content,release,senior,3,5.0,low,1,fixed,2026-03-18,2026-03-22,3.0,1,22.0,16.08,0.04,False,2,2,1.93,78.76,1854.74,2047.15,-192.41000000000008,user_038,2026-03-18,in_progress,execution,JIRA-43833,true,v1
T01903,Client_E,P050,high,Design,design,mid,5,3.0,medium,0,fixed,2026-04-26,2026-05-02,7.0,0,19.64,17.74,0.12,False,4,1,2.17,66.04,1690.68,1221.57,469.1100000000001,user_107,2026-05-04,in_progress,execution,JIRA-69397,false,v2
T01904,Client_G,P042,mid,SEO,design,junior,2,4.0,medium,1,value_based,2025-11-15,2025-11-22,7.0,0,15.02,7.43,0.29,True,2,2,1.16,53.01,1813.13,1038.68,774.45,user_070,2025-11-17,draft,client_review,JIRA-50593,true,v3
T01905,Client_E,P009,mid,Media,article,mid,3,2.0,medium,0,hourly,2025-07-20,2025-07-22,7.0,0,14.17,7.09,0.15,False,2,1,2.29,65.94,531.95,974.96,-443.01,user_087,2025-07-21,review,briefing,JIRA-78793,unknown,v3
T01906,Client_E,P008,mid,Media,dev,mid,4,1.0,high,0,hourly,2026-05-16,2026-05-23,3.0,1,23.92,20.06,0.12,False,3,1,0.0,60.28,2050.77,1347.59,703.1800000000001,user_033,2026-05-21,archived,qa,JIRA-12159,false,v2
T01907,Client_C,P005,low,Media,dev,mid,1,3.0,low,0,hourly,2026-03-28,2026-04-02,7.0,0,10.45,4.49,0.12,False,2,1,,63.03,384.9,552.14,-167.24,user_013,2026-04-06,review,qa,JIRA-88947,false,final
T01908,Client_B,P064,mid,SEO,ad,mid,4,4.0,medium,0,hourly,2026-02-02,2026-02-07,7.0,0,8.26,4.74,0.37,True,2,3,0.92,31.57,366.6,425.23,-58.63,user_007,2026-02-04,in_progress,qa,JIRA-42752,false,v4
T01909,Client_F,P025,mid,Design,report,mid,4,3.0,medium,0,hourly,2026-01-13,2026-01-18,10.0,0,21.37,17.9,0.24,True,0,2,2.37,68.83,1348.55,1479.13,-130.58000000000015,user_109,2026-01-20,in_progress,execution,JIRA-90643,unknown,v1
T01910,Client_B,P054,mid,DESIGN,design,mid,2,3.0,high,0,fixed,2025-10-08,2025-10-13,10.0,0,5.02,2.15,0.66,True,1,2,0.0,70.41,1060.03,220.41,839.62,user_099,2025-10-16,blocked,qa,JIRA-96015,unknown,v4
T01911,Client_C,P003,mid,Design,release,mid,1,5.0,medium,0,fixed,2026-03-21,2026-03-28,3.0,1,10.72,,0.21,True,2,0,1.38,68.94,729.38,557.35,172.02999999999997,user_041,2026-03-28,delivered,qa,,false,v2
T01912,Client_G,P007,high,Media,dev,mid,4,4.0,medium,0,fixed,2026-01-06,,5.0,0,21.29,12.01,0.5,True,1,0,1.28,75.72,1892.17,1248.74,643.4300000000001,user_087,2026-01-11,archived,execution,JIRA-78719,true,v3
T01913,Client_H,P060,mid,Design,dev,senior,2,1.0,high,0,hourly,2026-03-28,2026-04-02,2.0,1,6.24,5.86,0.43,True,2,0,3.47,82.61,654.18,508.44,145.73999999999995,user_013,2026-04-03,delivered,client_review,JIRA-35834,unknown,final
T01914,Client_D,P012,mid,Content,ad,junior,2,2.0,low,0,value_based,2026-01-30,2026-02-02,7.0,0,12.05,10.97,0.07,False,4,2,1.26,64.74,766.18,650.71,115.46999999999991,user_018,2026-02-08,delivered,qa,JIRA-51293,false,v1
T01915,Client_F,P016,mid,SEO,ticket,mid,3,3.0,medium,0,hourly,2026-01-06,2026-01-11,3.0,1,3.66,2.57,0.3,True,2,0,1.5,94.24,285.28,273.58,11.699999999999989,user_044,2026-01-12,archived,client_review,JIRA-78442,false,v1
T01916,Client_G,P062,low,Content,release,junior,3,5.0,medium,0,fixed,2026-02-09,2026-02-17,10.0,0,19.81,10.27,0.43,True,1,0,3.63,73.02,1203.99,975.55,228.44000000000003,user_109,2026-02-17,delivered,qa,,true,v4
T01917,Client_C,P015,mid,SEO,release,junior,2,1.0,high,0,hourly,2026-03-29,2026-04-04,7.0,0,17.69,13.26,0.57,True,3,1,4.14,57.03,1095.64,548.95,546.69,user_101,2026-04-03,delivered,finalized,JIRA-55919,true,v4
T01918,Client_F,P045,low,Content,design,junior,3,2.0,high,0,hourly,2025-08-13,2025-08-20,2.0,1,22.0,13.67,0.34,True,4,2,0.0,61.74,9131.496529677528,1505.55,7625.946529677528,user_012,2025-08-16,delivered,client_review,JIRA-52864,unknown,v1
T01919,Client_H,P033,mid,Media,ticket,senior,5,4.0,low,0,value_based,2026-02-05,2026-02-08,5.0,0,10.2,4.19,0.34,True,5,4,0.75,70.61,1269.86,974.0,295.8599999999999,user_032,2026-02-11,delivered,client_review,JIRA-78673,true,v1
T01920,Client_G,P062,mid,Media,article,mid,3,5.0,high,1,hourly,2026-03-30,2026-04-01,10.0,0,6.26,5.19,0.48,True,4,2,3.25,60.77,580.91,482.26,98.64999999999998,user_034,2026-04-06,in_progress,qa,JIRA-72905,true,v2
T01921,Client_F,P001,low,SEO,ticket,mid,1,4.0,medium,0,hourly,2025-12-09,2025-12-15,5.0,1,5.42,3.66,0.07,False,1,0,1.93,83.58,335.69,374.91,-39.22000000000003,user_002,2025-12-10,review,finalized,JIRA-45990,true,v2
T01922,Client_D,P007,high,Design,release,mid,3,,low,0,hourly,2026-04-26,2026-05-05,2.0,1,13.37,6.56,0.44,True,1,0,2.89,87.17,778.28,594.97,183.30999999999997,user_015,2026-04-26,archived,qa,JIRA-63029,true,v3
T01923,Client_B,P055,mid,Media,ticket,junior,3,4.0,high,0,hourly,2025-12-31,2026-01-02,7.0,0,8.14,4.04,0.63,True,2,0,3.12,84.68,438.11,269.03,169.08000000000004,user_030,2026-01-01,in_progress,briefing,JIRA-40976,true,v2
T01924,Client_C,P032,mid,Content,ticket,senior,1,3.0,high,0,fixed,2025-09-29,2025-10-05,3.0,1,6.45,2.32,,True,2,0,0.89,87.36,454.45,456.05,-1.6000000000000227,user_005,2025-09-30,delivered,client_review,JIRA-77329,true,v2
T01925,Client_D,P013,low,Design,report,mid,4,3.0,medium,0,hourly,2026-03-13,2026-03-17,2.0,1,12.48,9.4,0.17,False,3,3,0.0,59.27,1026.47,560.51,465.96,user_017,2026-03-15,blocked,client_review,JIRA-54188,false,v1
T01926,Client_D,P011,mid,Media,ticket,junior,4,3.0,high,0,value_based,2025-07-04,2025-07-07,3.0,0,4.83,2.72,0.83,True,3,1,3.93,63.08,1282.58,247.69,1034.89,user_020,2025-07-10,delivered,briefing,JIRA-62564,false,v2
T01927,Client_C,P021,low,Media,ticket,junior,3,2.0,medium,0,fixed,2025-11-06,2025-11-13,5.0,1,10.49,7.36,0.29,True,4,2,1.35,47.09,793.25,592.35,200.9,user_060,2025-11-12,review,client_review,JIRA-97664,true,final
T01928,Client_H,P050,mid,Media,release,junior,3,4.0,high,0,hourly,2025-07-23,2025-07-28,,1,13.51,3.54,0.27,True,4,2,0.52,71.27,301.29,556.01,-254.72,user_032,2025-07-30,blocked,execution,JIRA-63485,true,final
T01929,Client_G,P017,low,Design,ad,senior,4,4.0,high,0,hourly,2025-12-24,2025-12-28,5.0,0,6.03,4.58,0.82,True,5,0,1.71,80.92,458.31,476.87,-18.56,user_033,2025-12-28,in_progress,finalized,JIRA-21244,unknown,v3
T01930,Client_F,P024,mid,Content,ticket,mid,1,1.0,medium,0,hourly,2026-04-21,2026-04-26,7.0,0,3.03,0.87,0.51,True,4,0,2.98,70.54,70.39,159.24,-88.85000000000001,user_039,2026-04-24,delivered,client_review,,true,v2
T01931,Client_D,P005,mid,SEO,ticket_task,mid,2,2.0,low,0,hourly,2025-10-28,2025-11-01,3.0,1,5.82,2.56,0.17,False,3,1,1.01,59.32,306.28,264.09,42.19,user_116,2025-11-02,delivered,finalized,,true,v1
T01932,Client_D,P006,mid,Content,ticket,senior,1,4.0,medium,0,hourly,2026-04-29,2026-05-02,7.0,0,3.85,1.41,0.55,True,1,0,1.04,79.43,167.14,262.21,-95.07,user_014,2026-05-08,in_progress,finalized,JIRA-51190,true,v2
T01933,Client_A,P025,high,Media,release,junior,1,,low,0,hourly,2025-09-06,2025-09-12,10.0,0,18.15,9.62,0.32,True,0,1,1.8,66.55,837.22,1012.22,-175.0,user_037,2025-09-09,review,execution,JIRA-34713,unknown,v2
T01934,Client_B,P007,low,Media,article,senior,4,4.0,medium,0,value_based,2025-11-03,2025-11-07,7.0,0,20.66,14.33,0.51,True,4,1,2.31,87.12,1076.33,1240.27,-163.94000000000003,user_098,2025-11-05,review,client_review,JIRA-15953,true,v2
T01935,Client_F,P036,mid,Content,report,senior,2,3.0,low,0,fixed,2026-02-16,2026-02-22,3.0,1,12.24,7.24,0.07,False,1,1,1.42,85.59,866.71,1008.92,-142.20999999999992,user_015,2026-02-23,review,qa,JIRA-30647,false,v2
T01936,Client_F,P050,low,SEO,design,senior,3,3.0,high,0,fixed,2025-07-14,2025-07-22,10.0,0,23.7,23.7,0.18,False,3,0,0.78,80.56,1098.75,2074.57,-975.8200000000002,user_110,2025-07-19,in_progress,client_review,JIRA-31184,false,v1
T01937,Client_E,P018,high,Content,dev,senior,2,5.0,medium,0,hourly,2025-11-26,2025-11-30,2.0,1,6.69,5.59,0.44,True,1,1,0.9,83.34,641.51,608.7,32.809999999999945,user_028,2025-12-02,in_progress,finalized,JIRA-50455,false,v1
T01938,Client_G,P043,mid,Media,article,senior,1,3.0,medium,0,value_based,2026-01-29,2026-02-02,5.0,0,9.07,7.77,0.28,True,3,0,1.39,87.67,629.84,671.24,-41.39999999999998,user_020,2026-01-30,draft,finalized,JIRA-35754,false,v3
T01939,Client_A,P023,high,Design,ticket,mid,4,4.0,high,0,fixed,2026-05-06,2026-05-12,3.0,1,11.09,2.08,0.13,False,4,2,1.71,91.58,1080.82,860.49,220.32999999999996,user_018,2026-05-12,review,execution,JIRA-21233,true,v4
T01940,Client_F,P005,high,Content,ad_task,mid,2,4.0,medium,0,hourly,2026-01-01,2026-01-04,5.0,0,5.09,3.89,0.42,True,3,0,1.97,78.84,446.92,351.49,95.43,user_056,2026-01-05,review,client_review,JIRA-10028,true,final
T01941,Client_H,P022,mid,SEO,design,mid,2,4.0,high,0,value_based,2025-09-05,2025-09-12,3.0,1,5.49,5.34,0.66,True,2,2,3.34,53.16,1401.54,398.05,1003.49,user_032,2025-09-05,review,client_review,JIRA-23474,true,final
T01942,Client_C,P040,low,Content,report,mid,3,4.0,low,0,hourly,2025-08-09,2025-08-14,10.0,0,20.08,16.54,,True,1,1,1.4,60.51,1249.2,1230.92,18.279999999999973,user_040,2025-08-09,blocked,execution,JIRA-52513,false,v2
T01943,Client_C,P023,high,Media,design,junior,3,4.0,medium,0,fixed,2025-07-12,2025-07-15,5.0,0,9.34,2.84,0.52,True,1,0,1.3,88.36,1365.06,368.09,996.97,user_059,2025-07-14,delivered,client_review,JIRA-96737,false,v4
T01944,Client_H,P059,mid,Content,ad,junior,3,5.0,high,0,hourly,2026-03-16,2026-03-21,,1,12.8,11.97,0.73,True,0,1,2.81,84.35,1043.94,649.33,394.61,user_118,2026-03-24,delivered,qa,JIRA-38888,false,v2
T01945,Client_B,P034,high,Media,design,junior,4,3.0,low,0,hourly,2025-12-11,2025-12-13,5.0,0,9.6,6.17,0.67,True,4,4,0.0,66.39,636.34,551.38,84.96000000000004,user_109,2025-12-18,review,finalized,JIRA-65550,false,v3
T01946,Client_E,P038,high,SEO,dev,junior,5,2.0,high,1,value_based,2025-07-21,2025-07-28,10.0,0,34.69,22.47,0.26,True,5,2,7.01,50.59,2317.74,2322.1,-4.360000000000127,user_021,2025-07-27,delivered,finalized,JIRA-47620,false,v2
T01947,Client_Z,P003,mid,Content,ticket_task,mid,4,3.0,medium,0,fixed,2025-08-14,2025-08-19,5.0,0,6.62,,0.7,True,4,2,1.27,77.43,986.98,510.58,476.4,user_001,2025-08-15,review,execution,JIRA-76502,false,final
T01948,Client_C,P011,mid,Media,ad,mid,3,4.0,low,1,fixed,2026-02-03,2026-02-05,5.0,0,10.75,9.01,0.09,False,6,1,0.0,70.37,809.52,782.39,27.129999999999995,user_066,2026-02-11,review,client_review,,true,v3
T01949,Client_G,P012,mid,Media,dev,mid,2,4.0,medium,0,fixed,2026-04-26,2026-04-28,5.0,0,10.25,8.43,0.77,True,0,1,1.47,,923.51,460.15,463.36,user_106,2026-04-26,review,briefing,JIRA-25858,true,final
T01950,Client_C,P029,high,Design,report,mid,5,4.0,medium,1,hourly,2026-01-18,2026-01-22,7.0,0,5.88,4.88,0.62,True,5,1,2.18,65.64,543.0,448.91,94.08999999999996,user_061,2026-01-23,in_progress,client_review,JIRA-96290,unknown,v2
T01951,Client_D,P056,high,SEO,report,junior,2,,low,0,value_based,2025-12-16,2025-12-21,3.0,1,10.73,7.74,0.66,True,2,0,4.34,74.76,1347.29,437.57,909.72,user_043,2025-12-21,review,qa,JIRA-82935,false,v4
T01952,Client_E,P012,low,Content,ticket,junior,3,4.0,medium,0,hourly,2026-02-24,2026-03-01,2.0,1,9.05,2.41,0.34,True,1,0,2.94,84.75,209.86,342.71,-132.84999999999997,user_119,2026-03-01,in_progress,briefing,JIRA-67900,true,v2
T01953,Client_E,P020,mid,SEO,dev,mid,1,4.0,high,0,hourly,2026-02-01,2026-02-07,5.0,1,7.24,4.61,0.49,True,2,0,0.0,66.42,621.73,366.25,255.48,user_105,2026-02-08,review,finalized,JIRA-64069,false,v1
T01954,Client_S,P029,low,Design,report,senior,4,5.0,medium,0,hourly,2026-05-13,2026-05-15,3.0,0,12.98,8.75,0.65,True,4,0,1.07,74.25,810.91,667.95,142.95999999999992,user_015,2026-05-15,draft,client_review,JIRA-48249,true,v4
T01955,Client_B,P045,high,Media,report,senior,2,3.0,high,0,fixed,2025-09-02,2025-09-07,,0,9.17,7.94,0.18,True,4,0,0.0,89.01,981.59,593.78,387.81000000000006,user_030,2025-09-06,review,qa,JIRA-10444,false,v1
T01956,Client_D,P029,low,SEO,article,junior,2,5.0,medium,0,hourly,2026-05-04,2026-05-09,5.0,0,6.94,4.99,0.33,True,0,1,0.62,78.6,646.33,282.01,364.3200000000001,user_010,2026-05-10,in_progress,client_review,JIRA-77598,true,final
T01957,Client_D,P033,high,Content,Design,senior,1,3.0,medium,0,hourly,2026-02-18,2026-02-22,10.0,0,9.72,9.49,0.18,True,2,0,,67.47,640.68,588.89,51.78999999999997,user_104,2026-02-22,in_progress,qa,JIRA-60144,false,v2
T01958,Client_A,P021,mid,Media,ticket,senior,2,2.0,high,0,hourly,2026-03-22,2026-03-27,3.0,1,9.53,6.26,0.25,True,3,0,1.77,100.0,631.16,683.05,-51.88999999999999,user_092,2026-03-22,delivered,execution,JIRA-36690,unknown,final
T01959,Client_L,P036,mid,Media,article,senior,4,3.0,low,0,fixed,2025-07-13,2025-07-19,3.0,1,11.67,7.46,,False,3,0,1.96,78.7,1338.44,1095.33,243.11000000000013,user_024,2025-07-22,in_progress,briefing,,true,final
T01960,Client_G,P018,mid,Content,ticket,mid,3,1.0,low,0,hourly,2026-01-11,2026-01-15,2.0,1,7.37,5.47,0.1,False,1,1,1.38,69.6,693.32,336.11,357.21000000000004,user_044,2026-01-15,draft,client_review,JIRA-24538,true,v1
T01961,Client_H,P022,mid,Design,ad,mid,5,5.0,low,0,value_based,2026-02-06,2026-02-11,7.0,0,11.88,7.14,0.3,True,6,0,1.34,76.11,1201.04,509.23,691.81,user_083,2026-02-15,review,briefing,JIRA-60724,false,v1
T01962,Client_B,P001,mid,SEO,ticket,junior,2,3.0,high,0,hourly,2025-09-16,2025-09-20,2.0,1,3.52,2.54,0.67,True,3,0,2.09,78.73,299.14,151.8,147.33999999999995,user_094,2025-09-23,in_progress,qa,JIRA-37602,false,v3
T01963,Client_B,P022,high,Media,dev,mid,1,1.0,high,0,hourly,2026-01-21,2026-01-24,3.0,0,8.95,5.68,0.44,True,2,0,3.26,68.1,625.2,685.62,-60.41999999999996,user_118,2026-01-21,review,client_review,JIRA-38233,false,final
T01964,Client_B,P040,high,Content,report_task,senior,2,1.0,low,1,value_based,2026-03-05,2026-03-09,7.0,0,13.89,11.08,0.22,True,4,1,5.6,56.48,1932.57,1509.93,422.6399999999999,user_091,2026-03-05,in_progress,finalized,JIRA-40471,false,v3
T01965,Client_A,P017,high,Content,ticket,mid,2,5.0,high,0,hourly,2025-11-19,2025-11-27,3.0,1,6.37,3.17,0.55,True,4,0,3.2,66.53,329.18,397.97,-68.79000000000002,user_094,2025-11-20,in_progress,qa,JIRA-84864,true,v2
T01966,Client_B,P035,mid,SEO,ad,senior,3,5.0,medium,1,value_based,2026-03-01,2026-03-05,7.0,0,9.53,6.77,0.1,False,3,1,2.53,73.07,1047.52,724.33,323.18999999999994,user_048,2026-03-06,in_progress,qa,JIRA-81236,true,final
T01967,Client_F,P058,high,Content,article,mid,3,3.0,low,0,hourly,2026-02-03,2026-02-08,5.0,0,7.57,5.13,0.15,False,2,1,0.95,,430.99,407.42,23.569999999999997,user_001,2026-02-03,in_progress,client_review,,true,v2
T01968,Client_C,P007,high,Design,dev,junior,5,3.0,high,0,hourly,2026-05-11,2026-05-18,10.0,0,8.81,4.71,0.55,True,6,2,2.16,63.91,396.73,527.61,-130.88,user_117,2026-05-20,in_progress,briefing,JIRA-35915,false,v4
T01969,Client_C,P012,mid,SEO,ticket,mid,2,2.0,low,0,hourly,2026-05-06,2026-05-12,10.0,0,6.19,5.45,0.33,True,2,0,5.71,69.9,715.45,484.29,231.16000000000005,user_061,2026-05-10,in_progress,execution,JIRA-10323,false,final
T01970,Client_S,P017,high,Design,ticket,junior,3,5.0,medium,1,hourly,2026-03-21,2026-03-24,2.0,1,15.41,9.56,0.34,True,1,2,3.99,63.93,1037.94,916.93,121.0100000000001,user_090,2026-03-24,archived,briefing,JIRA-89928,true,final
T01971,Client_E,P031,mid,Content,report,mid,2,1.0,high,0,hourly,2025-08-29,2025-09-06,5.0,1,12.03,9.5,0.52,True,3,0,2.84,62.21,1272.87,530.11,742.7599999999999,user_039,2025-09-01,draft,execution,JIRA-79863,true,v4
T01972,Client_P,P052,mid,content,dev,junior,2,3.0,medium,1,hourly,2025-08-05,2025-08-11,5.0,1,12.04,5.92,0.08,False,1,0,2.62,89.17,639.25,587.36,51.88999999999999,user_026,2025-08-10,delivered,qa,,false,v3
T01973,Client_J,P048,low,SEO,repport,junior,1,3.0,low,0,hourly,2026-03-07,2026-03-14,10.0,0,5.2,2.96,0.31,True,4,2,1.06,64.28,265.12,293.16,-28.04000000000002,user_063,2026-03-15,review,execution,JIRA-57298,true,v2
T01974,Client_A,P052,mid,Media,article,mid,2,4.0,medium,0,hourly,2026-01-19,2026-01-22,7.0,0,11.56,7.35,0.22,True,1,0,0.67,79.71,853.96,720.86,133.10000000000002,user_016,2026-01-27,delivered,briefing,JIRA-19319,false,v1
T01975,Client_G,P030,high,Content,dev,junior,4,3.0,medium,1,hourly,2026-04-09,2026-04-17,5.0,1,12.99,8.55,0.37,True,3,2,4.41,69.53,859.68,484.11,375.57,user_094,2026-04-15,in_progress,execution,JIRA-73276,false,v1
T01976,Client_G,P053,low,Content,design,mid,3,4.0,high,0,hourly,2025-07-16,2025-07-22,7.0,0,0.06,5.66,0.4,True,4,1,4.9,60.89,2355.71,382.17,1973.54,user_067,2025-07-18,delivered,finalized,JIRA-13526,true,v2
T01977,Client_A,P012,mid,Design,ticket,mid,4,4.0,high,0,hourly,2025-10-31,2025-11-03,3.0,0,6.29,4.07,0.65,True,3,0,2.68,100.0,323.76,371.56,-47.80000000000001,user_015,2025-11-06,in_progress,finalized,JIRA-80729,true,final
T01978,Client_F,P017,low,SEO,article,mid,4,4.0,medium,0,hourly,2025-11-09,2025-11-13,10.0,0,6.9,5.65,0.51,True,3,0,1.11,84.76,577.13,450.64,126.49,user_089,2025-11-09,delivered,execution,JIRA-91342,unknown,v3
T01979,Client_E,P004,mid,Content,design,senior,3,2.0,low,0,fixed,2026-01-31,2026-02-09,2.0,1,13.64,10.49,0.09,False,4,2,,46.74,1018.45,1658.0521855180757,-639.6021855180754,user_001,2026-02-01,in_progress,qa,JIRA-46786,false,v3
T01980,Client_[,P052,mid,Content,report,senior,5,4.0,medium,0,hourly,2025-11-02,2025-11-06,3.0,1,7.23,3.53,0.52,True,3,3,2.4,71.99,105.63,696.63,-591.0,user_114,2025-11-11,delivered,finalized,JIRA-96190,true,v1
T01981,Client_B,P027,low,Media,article,mid,2,3.0,medium,1,hourly,2025-11-02,2025-11-04,3.0,0,14.0,,0.24,True,1,0,1.36,,1526.1,1452.3,73.79999999999995,user_106,2025-11-07,in_progress,client_review,JIRA-86050,true,v1
T01982,Client_E,P038,high,Media,report,junior,3,5.0,medium,0,fixed,2026-02-20,2026-02-22,3.0,0,9.75,9.67,0.53,True,4,0,2.85,,1100.97,542.31,558.6600000000001,user_046,2026-03-01,review,client_review,JIRA-52213,true,v2
T01983,Client_D,P064,mid,Content,ad,senior,4,4.0,low,0,hourly,2025-11-10,2025-11-14,3.0,1,10.34,7.69,0.5,True,7,2,1.87,75.02,635.64,950.78,-315.14,user_090,2025-11-15,in_progress,qa,JIRA-28940,true,v1
T01984,Client_B,P013,mid,Design,release,senior,4,1.0,medium,0,fixed,2026-04-26,2026-04-29,2.0,1,11.22,4.79,0.44,True,4,1,3.48,63.42,1907.73,1121.65,786.0799999999999,user_068,2026-05-05,delivered,finalized,,true,v1
T01985,Client_C,P056,high,Media,ad,senior,3,1.0,medium,0,fixed,2026-05-14,2026-05-16,7.0,0,10.01,2.7,0.23,True,5,2,3.03,76.11,1124.36,771.93,352.42999999999995,user_090,2026-05-17,draft,finalized,,true,v1
T01986,Client_C,P062,high,Content,article,junior,4,2.0,high,1,hourly,2026-01-30,2026-02-04,7.0,0,19.63,14.65,0.41,True,3,4,3.52,21.28,1162.59,1609.53,-446.94000000000005,user_072,2026-02-04,review,execution,JIRA-68899,false,v2
T01987,Client_F,P041,low,SEO,report,mid,2,1.0,low,0,hourly,2025-12-29,2026-01-03,3.0,1,28.93,13.17,0.3,True,10,0,1.07,64.7,1753.39,1748.7,4.690000000000055,user_110,2026-01-05,delivered,execution,JIRA-10193,true,v2
T01988,Client_G,P001,mid,Content,article,mid,3,2.0,high,1,fixed,2025-07-17,2025-07-25,7.0,1,12.04,12.04,0.38,True,2,1,6.19,54.29,1034.62,755.46,279.15999999999985,user_007,2025-07-21,in_progress,client_review,,false,v2
T01989,Client_A,P033,mid,Content,release,junior,1,5.0,medium,0,hourly,2026-01-13,2026-01-19,5.0,1,7.99,6.66,0.14,False,1,1,0.0,77.81,662.06,295.69,366.37,user_057,2026-01-13,delivered,client_review,JIRA-42319,true,v1
T01990,Client_H,P060,high,Content,report,mid,3,3.0,high,0,value_based,2025-07-27,2025-07-30,2.0,1,15.49,8.36,0.61,True,4,0,3.4,81.77,2008.37,1002.6,1005.77,user_075,2025-07-29,in_progress,client_review,JIRA-93047,true,v3
T01991,Client_B,P015,mid,Content,design,junior,4,2.0,medium,0,hourly,2026-03-01,2026-03-05,2.0,1,28.37,18.61,0.43,True,6,2,3.52,41.83,1780.51,1067.14,713.3699999999999,user_112,2026-03-01,delivered,finalized,JIRA-44376,true,v2
T01992,Client_B,P040,high,Media,ad,junior,3,3.0,medium,0,fixed,2026-05-03,2026-05-03,7.0,0,10.34,9.06,0.38,True,5,2,0.0,62.83,914.88,494.73,420.15,user_076,2026-05-10,review,execution,JIRA-40865,false,v4
T01993,Client_G,P064,high,Media,article,junior,2,,low,0,fixed,2025-08-19,2025-08-21,2.0,0,9.85,8.92,0.27,True,3,2,3.5,66.6,1079.65,347.16,732.49,user_070,2025-08-24,review,finalized,JIRA-12585,true,v2
T01994,Client_G,P002,mid,Design,article,senior,5,5.0,medium,1,hourly,2026-04-21,2026-04-25,10.0,0,10.09,9.83,0.61,True,1,1,1.08,80.64,1050.97,798.7,252.27,user_054,2026-04-22,delivered,finalized,JIRA-48505,true,v3
T01995,Client_H,P026,low,Content,release,mid,3,3.0,high,0,hourly,2025-10-31,2025-11-05,10.0,0,8.81,5.88,0.49,True,4,0,9.787200032217532,75.04,606.54,699.49,-92.95000000000005,user_072,2025-11-04,delivered,client_review,JIRA-58549,true,v4
T01996,Client_A,P039,low,SEO,article,senior,1,3.0,medium,0,hourly,2026-05-03,2026-05-08,5.0,0,10.63,5.97,0.26,True,3,0,1.3,61.57,804.89,754.56,50.33000000000004,user_010,2026-05-09,review,client_review,JIRA-56320,false,v1
T01997,Client_F,P020,low,Media,design_task,junior,1,3.0,high,0,value_based,2025-09-12,2025-09-16,7.0,0,6.93,5.11,0.67,True,1,1,5.68,57.01,895.26,337.21,558.05,user_077,2025-09-21,archived,client_review,,false,v1
T01998,Client_G,P014,low,Design,ad,mid,2,5.0,medium,0,hourly,2026-04-18,2026-04-21,3.0,0,4.35,,0.33,True,6,2,2.71,67.8,352.3,247.86,104.44,user_008,2026-04-21,review,execution,JIRA-81480,true,v1
T01999,Client_A,P001,high,Design,release,senior,3,3.0,high,0,value_based,2025-10-16,2025-10-23,5.0,1,27.87,19.72,0.45,True,7,1,0.0,90.51,2003.71,2385.45,-381.7399999999998,user_016,2025-10-17,review,client_review,,unknown,v2
T02000,Client_G,P055,low,SEO,article,senior,5,5.0,low,0,fixed,2025-09-05,2025-09-14,3.0,1,10.32,8.6,0.21,True,5,0,,74.91,1397.49,633.6,763.89,user_083,2025-09-12,delivered,finalized,JIRA-39948,false,final
T02001,Client_D,P023,mid,Media,release,senior,2,3.0,low,0,hourly,2026-04-06,2026-04-10,3.0,1,19.0,9.35,0.23,True,3,0,0.8,71.33,941.16,1128.5,-187.34000000000003,user_091,2026-04-13,delivered,finalized,JIRA-39847,false,v4
T02002,Client_B,P008,high,Design,design,mid,3,3.0,high,1,fixed,2025-11-30,2025-12-04,2.0,1,12.45,7.84,0.25,True,1,0,1.66,84.1,1971.65,904.75,1066.9,user_074,2025-12-01,delivered,execution,JIRA-68563,true,v1
T02003,Client_D,P028,low,Design,article,senior,5,3.0,medium,0,fixed,2025-11-27,2025-11-27,5.0,0,12.94,12.41,0.49,True,4,0,1.96,63.6,1426.28,881.59,544.6899999999999,user_009,2025-11-29,in_progress,finalized,JIRA-78033,false,v1
T02004,Client_A,P036,high,SEO,ad,junior,2,4.0,medium,0,hourly,2026-01-21,2026-01-25,5.0,0,4.7,4.4,0.56,True,5,0,1.22,87.04,560.7,297.59,263.11000000000007,user_004,2026-01-25,review,client_review,JIRA-32500,false,v3
T02005,Client_C,P062,high,SEO,article,senior,4,1.0,low,0,value_based,2026-05-24,2026-05-31,10.0,0,15.62,7.47,0.12,False,3,2,0.0,51.95,1828.28,1398.22,430.06,user_095,2026-06-02,delivered,qa,JIRA-56165,unknown,v1
T02006,Client_F,P062,mid,Design,dev,senior,3,4.0,medium,1,hourly,2026-04-15,2026-04-17,3.0,0,12.74,9.11,0.26,True,6,2,1.55,61.23,1075.96,1437.32,-361.3599999999999,user_045,2026-04-19,in_progress,execution,JIRA-28131,true,final
T02007,Client_B,P042,high,Design,ticket,senior,3,5.0,low,1,hourly,2025-08-10,2025-08-17,2.0,1,8.52,3.86,0.49,True,1,0,,95.84,309.31,812.41,-503.1,user_115,2025-08-19,delivered,qa,JIRA-78496,true,v2
